SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,effort,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.145949847,39,0,"(0.000309, 0.00134]",6000.0,10,0,0,0,2.0
0,0.313091149,33,0,"(0.00367, 0.00468]",2315.0,8,0,0,0,0.0
0,0.020394328,35,0,"(0.00134, 0.00214]",2550.0,4,0,0,0,0.0
0,0.219028153,45,0,"(0.00287, 0.00367]",7150.0,11,0,1,0,2.0
0,0.0,47,0,"(0.000309, 0.00134]",9000.0,9,0,0,0,0.0
0,0.368975402,40,1,"(0.00367, 0.00468]",5600.0,5,0,1,0,2.0
0,0.9999999,34,1,"(0.000309, 0.00134]",2500.0,3,0,0,0,1.0
0,0.325492652,57,0,"(0.00649, 0.04]",7066.0,21,0,3,0,2.0
0,0.32372662,38,0,"(0.00134, 0.00214]",2833.0,2,0,0,0,0.0
0,0.072990832,39,0,"(0.00367, 0.00468]",7083.0,8,0,2,0,3.0
1,0.146471656,75,3,"(0.00214, 0.00287]",2000.0,7,3,0,0,0.0
0,0.06022513,73,0,"(0.000309, 0.00134]",985.0,2,0,0,0,0.0
0,0.467688208,30,0,"(0.04, 12.67]",0.0,2,0,0,0,0.0
0,0.01958154,39,0,"(0.00367, 0.00468]",2400.0,11,0,1,0,3.0
0,0.105220486,50,0,"(0.00134, 0.00214]",6350.0,9,0,0,0,1.0
0,0.00015049899999999998,32,0,"(0.00287, 0.00367]",6100.0,12,0,1,0,1.0
0,0.211091053,63,0,"(0.000309, 0.00134]",8518.0,10,0,0,0,0.0
0,0.841438564,24,0,"(0.00287, 0.00367]",4000.0,10,0,0,0,0.0
0,0.0,28,0,"(0.00468, 0.00649]",4900.0,8,0,2,0,1.0
0,0.032499044,78,0,"(-0.001, 0.000309]",1020.0,5,0,0,0,0.0
0,0.064615646,57,0,"(0.00134, 0.00214]",11750.0,6,0,2,0,0.0
0,1.030862856,28,1,"(0.00134, 0.00214]",4940.0,4,0,0,0,0.0
0,0.9999999,63,0,"(0.00134, 0.00214]",42800.0,9,0,3,0,1.0
0,0.888111888,26,0,"(0.00134, 0.00214]",2083.0,2,1,0,1,0.0
0,0.0,38,0,"(0.00134, 0.00214]",14150.0,6,0,1,0,1.0
0,0.927841471,47,0,"(0.00468, 0.00649]",7300.0,10,0,2,0,2.0
0,0.33670791200000005,29,1,"(0.00134, 0.00214]",5362.0,8,0,0,1,2.0
0,0.191823302,33,0,"(0.00214, 0.00287]",14000.0,8,0,1,0,0.0
0,0.922175097,34,0,"(0.00649, 0.04]",2000.0,11,0,0,0,0.0
0,0.490276018,35,2,"(0.00468, 0.00649]",2417.0,11,0,0,0,2.0
0,0.5545742379999999,38,0,"(0.00134, 0.00214]",7000.0,4,0,0,0,0.0
0,0.478815148,29,0,"(0.00367, 0.00468]",5590.0,6,0,1,0,2.0
0,0.0,58,0,"(0.00214, 0.00287]",4125.0,11,0,1,0,0.0
0,0.101377426,62,0,"(0.00214, 0.00287]",10000.0,7,0,2,0,0.0
0,0.5644245729999999,53,0,"(0.00134, 0.00214]",18000.0,12,0,0,0,0.0
0,0.988585923,24,0,"(0.000309, 0.00134]",3333.0,2,0,0,0,0.0
0,0.0,33,0,"(0.000309, 0.00134]",2100.0,3,0,0,0,1.0
0,0.00279986,75,0,"(-0.001, 0.000309]",1250.0,3,0,0,0,0.0
0,0.031843737000000004,43,0,"(0.00367, 0.00468]",5000.0,10,0,2,0,1.0
0,0.60262975,51,0,"(0.00367, 0.00468]",13100.0,16,0,2,0,0.0
0,0.480502785,26,0,"(0.00134, 0.00214]",5541.0,3,0,0,0,0.0
0,0.02860756,60,0,"(0.000309, 0.00134]",4600.0,17,0,0,0,0.0
0,0.043409105,52,0,"(0.00214, 0.00287]",9333.0,17,0,2,0,0.0
0,0.081437337,49,0,"(0.00287, 0.00367]",6650.0,3,0,1,0,0.0
0,0.014273176,29,0,"(-0.001, 0.000309]",2400.0,7,0,0,0,0.0
0,0.044191162,40,0,"(0.00468, 0.00649]",2333.0,3,0,1,0,1.0
0,0.024069709,30,0,"(0.00214, 0.00287]",1000.0,4,0,0,0,0.0
0,0.9999999,41,0,"(0.000309, 0.00134]",7000.0,1,0,0,0,3.0
0,0.044774787,44,0,"(0.00287, 0.00367]",2672.0,7,0,1,0,2.0
0,0.08342865599999999,59,0,"(0.00287, 0.00367]",9788.0,6,1,2,0,0.0
0,0.732660667,44,2,"(0.00134, 0.00214]",9200.0,15,0,1,0,0.0
0,0.0007221819999999999,50,0,"(0.000309, 0.00134]",4834.0,11,0,0,0,0.0
0,0.07682127,38,1,"(0.00468, 0.00649]",7916.0,7,0,2,0,2.0
0,0.305181559,25,0,"(0.00649, 0.04]",600.0,4,0,0,0,0.0
0,0.392721456,29,0,"(0.000309, 0.00134]",4160.0,3,0,0,0,0.0
0,0.7218190609999999,36,2,"(0.00367, 0.00468]",3710.0,7,0,1,2,3.0
0,0.171599065,31,0,"(-0.001, 0.000309]",6083.0,6,0,0,0,0.0
0,0.383070476,69,0,"(0.00367, 0.00468]",7900.0,8,0,1,0,4.0
0,0.449551682,38,0,"(0.00287, 0.00367]",6558.0,11,0,2,0,3.0
0,0.792219085,48,3,"(0.00649, 0.04]",15000.0,25,0,3,0,0.0
0,0.917940011,42,0,"(0.00649, 0.04]",4460.0,4,0,2,0,3.0
0,0.975819577,24,0,"(0.00287, 0.00367]",1600.0,5,0,0,0,0.0
0,0.0,26,0,"(0.00468, 0.00649]",820.0,4,0,0,0,0.0
0,0.487987411,49,0,"(0.00649, 0.04]",10791.0,13,0,2,0,0.0
0,0.09617986,37,0,"(0.00649, 0.04]",4725.0,9,0,2,0,0.0
0,0.623562336,56,0,"(0.00468, 0.00649]",6370.0,18,0,2,0,0.0
0,0.419449155,27,0,"(0.000309, 0.00134]",4133.0,5,0,0,0,0.0
0,0.223059765,70,0,"(0.00367, 0.00468]",2400.0,4,0,1,0,0.0
0,0.0,33,0,"(0.000309, 0.00134]",8000.0,5,0,0,0,0.0
0,0.013378228,69,0,"(0.000309, 0.00134]",7110.0,7,0,1,0,1.0
0,1.492723031,41,1,"(0.00649, 0.04]",3500.0,14,0,1,0,0.0
0,0.123928856,34,0,"(0.00649, 0.04]",1400.0,17,0,2,0,0.0
0,0.048358886,64,0,"(0.00214, 0.00287]",1500.0,9,0,0,0,0.0
0,1.08447888,51,0,"(0.00134, 0.00214]",4338.0,5,0,0,0,0.0
0,0.48113025,52,0,"(0.00287, 0.00367]",9287.0,7,0,2,0,1.0
1,0.108741684,62,0,"(0.000309, 0.00134]",7600.0,12,0,0,0,0.0
1,0.9999999,46,0,"(-0.001, 0.000309]",0.0,0,2,0,0,3.0
0,0.003961386,55,0,"(0.00367, 0.00468]",3000.0,4,0,1,0,0.0
0,0.886571056,45,0,"(0.00287, 0.00367]",4600.0,9,0,0,1,2.0
0,0.035800271,57,0,"(0.00367, 0.00468]",4375.0,14,0,2,0,2.0
0,0.08537618599999999,46,0,"(0.00214, 0.00287]",25000.0,16,0,2,0,0.0
0,0.014749189,76,0,"(-0.001, 0.000309]",6200.0,12,0,0,0,0.0
1,0.9999999,49,0,"(-0.001, 0.000309]",2816.0,2,0,0,0,2.0
0,0.113240563,84,0,"(-0.001, 0.000309]",10757.0,2,0,0,0,0.0
0,0.0,56,0,"(0.00468, 0.00649]",8333.0,10,0,3,0,0.0
1,0.340996125,56,0,"(0.00287, 0.00367]",19300.0,17,0,3,0,2.0
0,0.039582359,70,1,"(0.00214, 0.00287]",1306.0,7,0,0,0,0.0
0,0.21086204,49,0,"(0.00134, 0.00214]",7800.0,10,0,0,0,2.0
0,0.127430286,34,0,"(0.000309, 0.00134]",5600.0,3,0,0,0,2.0
0,0.0,39,0,"(0.00649, 0.04]",3275.0,6,0,1,0,2.0
0,0.233754608,51,0,"(0.00287, 0.00367]",8000.0,11,0,2,0,2.0
0,0.656859352,61,0,"(0.000309, 0.00134]",10500.0,4,0,1,0,0.0
0,0.090118198,68,0,"(0.04, 12.67]",334.0,10,0,1,0,0.0
0,0.463920004,29,0,"(0.04, 12.67]",1.0,8,0,0,0,0.0
0,0.903567229,28,1,"(0.00287, 0.00367]",1300.0,4,0,0,0,1.0
0,0.002227106,55,0,"(0.00367, 0.00468]",9495.0,10,0,1,0,0.0
0,0.0,55,0,"(0.00134, 0.00214]",4108.0,9,0,0,0,1.0
0,0.160898806,36,0,"(0.00649, 0.04]",325.0,11,0,1,0,0.0
0,0.176534755,55,2,"(0.00367, 0.00468]",1942.0,5,0,1,0,1.0
0,0.0,51,2,"(0.00214, 0.00287]",11000.0,5,1,1,0,1.0
0,0.079888343,62,0,"(0.00367, 0.00468]",15846.0,19,0,2,0,0.0
1,0.038247447,46,0,"(0.00214, 0.00287]",6000.0,11,0,1,1,2.0
0,0.4618210370000001,46,0,"(0.00214, 0.00287]",3700.0,15,0,0,0,0.0
0,0.134187829,53,0,"(0.00649, 0.04]",3854.0,10,0,2,0,3.0
0,0.646841536,62,0,"(0.00468, 0.00649]",17166.0,11,0,3,0,1.0
0,0.111048405,69,0,"(0.00367, 0.00468]",8745.0,10,0,2,0,1.0
0,0.075683215,62,0,"(0.00134, 0.00214]",9583.0,7,0,1,0,2.0
0,0.26842926300000003,62,0,"(0.000309, 0.00134]",13300.0,5,0,0,0,0.0
0,0.006588892,71,0,"(0.04, 12.67]",0.0,3,0,0,0,0.0
0,0.044391122000000005,50,0,"(0.00367, 0.00468]",12900.0,12,0,2,0,0.0
0,0.113026852,46,0,"(0.00134, 0.00214]",8640.0,10,0,0,0,2.0
0,0.00795879,53,0,"(0.00214, 0.00287]",11368.0,10,0,1,0,1.0
0,0.7323566909999999,44,0,"(0.000309, 0.00134]",12499.0,4,0,0,0,0.0
0,0.0,62,0,"(0.00468, 0.00649]",6614.0,8,0,2,0,0.0
0,0.784729474,57,0,"(0.000309, 0.00134]",70000.0,11,0,2,0,2.0
0,0.091844156,60,1,"(0.00649, 0.04]",2600.0,10,0,2,1,1.0
0,0.035613397000000005,51,0,"(0.00134, 0.00214]",2766.0,9,0,0,0,1.0
0,0.0,52,0,"(12.67, 3296.64]",0.0,3,0,1,0,0.0
0,0.371619291,58,0,"(0.00287, 0.00367]",20003.0,17,0,2,0,2.0
0,0.267658556,50,0,"(0.00367, 0.00468]",4960.0,7,0,1,0,0.0
0,0.747851247,62,0,"(0.00468, 0.00649]",6100.0,8,0,1,0,1.0
0,0.011528735,65,0,"(0.00367, 0.00468]",2974.0,10,0,2,0,0.0
0,0.015314531,71,0,"(0.000309, 0.00134]",10500.0,15,0,1,0,0.0
0,0.773613193,67,0,"(0.00214, 0.00287]",4900.0,4,0,1,0,0.0
0,0.399375671,54,0,"(0.000309, 0.00134]",6200.0,5,0,1,0,2.0
0,0.310209749,60,1,"(0.00367, 0.00468]",10575.0,11,0,3,0,2.0
0,0.184616965,55,0,"(0.04, 12.67]",1.0,8,1,1,0,1.0
0,0.108775974,37,0,"(0.00134, 0.00214]",9700.0,3,0,1,0,0.0
0,0.008860619,57,0,"(0.00134, 0.00214]",11036.0,13,0,1,0,0.0
0,0.995313964,38,0,"(-0.001, 0.000309]",5200.0,2,0,0,0,2.0
0,0.682091468,44,2,"(0.00287, 0.00367]",10100.0,9,0,2,0,3.0
0,0.174234335,61,0,"(0.00649, 0.04]",3700.0,11,0,1,0,4.0
0,0.038462851,61,0,"(0.00214, 0.00287]",15000.0,14,0,2,0,1.0
0,0.7777740740000001,64,0,"(0.00649, 0.04]",2764.0,7,0,2,1,1.0
0,0.518868983,66,0,"(0.00468, 0.00649]",22192.0,16,0,2,0,0.0
0,0.596840316,42,0,"(0.00287, 0.00367]",3300.0,3,0,0,0,1.0
0,0.463482808,37,0,"(0.00649, 0.04]",3174.0,10,0,1,0,0.0
0,0.276154559,43,0,"(0.00287, 0.00367]",15384.0,11,0,3,0,3.0
0,0.161581921,44,0,"(0.00649, 0.04]",6057.0,15,0,3,0,2.0
0,0.186066068,73,0,"(0.000309, 0.00134]",5908.0,8,0,0,0,4.0
0,0.060924046,41,0,"(0.000309, 0.00134]",6000.0,4,0,0,0,0.0
0,0.019969301,27,0,"(0.00134, 0.00214]",3000.0,12,0,0,0,0.0
0,0.400875391,59,0,"(0.00468, 0.00649]",7338.0,15,0,2,0,0.0
0,0.6280554429999999,59,0,"(0.00649, 0.04]",7195.0,22,0,2,0,3.0
0,0.016228099,61,0,"(0.00287, 0.00367]",11308.0,10,0,1,0,1.0
0,0.0,41,0,"(-0.001, 0.000309]",17500.0,1,0,0,0,3.0
0,0.034829203,50,0,"(0.000309, 0.00134]",2844.0,5,0,0,0,2.0
0,0.03700493,49,0,"(0.00214, 0.00287]",10100.0,11,0,2,0,2.0
1,0.966777409,40,2,"(0.00649, 0.04]",2833.0,5,3,1,1,2.0
0,0.035605591,81,0,"(-0.001, 0.000309]",7125.0,7,0,0,0,0.0
0,0.0,51,1,"(0.000309, 0.00134]",18333.0,11,0,1,0,3.0
1,0.02296768,77,2,"(-0.001, 0.000309]",4000.0,11,0,0,1,0.0
0,0.19503515,57,0,"(0.00214, 0.00287]",18270.0,9,0,1,0,1.0
0,0.00582668,58,0,"(0.00367, 0.00468]",12916.0,15,0,4,0,1.0
0,0.097757169,61,0,"(0.00134, 0.00214]",13458.0,7,0,1,0,2.0
0,0.9999999,39,0,"(-0.001, 0.000309]",2743.0,1,0,0,0,2.0
0,0.123471362,63,0,"(0.00287, 0.00367]",2635.0,6,0,1,0,1.0
0,0.0,74,0,"(0.00134, 0.00214]",8316.0,4,0,1,0,0.0
0,0.87678673,59,0,"(0.00649, 0.04]",1635.0,8,0,1,0,3.0
0,0.279581864,52,0,"(0.00468, 0.00649]",4750.0,10,0,2,0,0.0
1,0.633098852,43,1,"(0.00367, 0.00468]",4240.0,6,1,2,2,2.0
0,0.006389722,55,0,"(0.00214, 0.00287]",20833.0,11,0,3,0,5.0
0,0.059506777,64,0,"(0.00214, 0.00287]",15900.0,10,0,2,0,1.0
0,0.843545533,47,0,"(0.00649, 0.04]",800.0,8,0,1,0,0.0
0,0.612624449,54,0,"(0.00468, 0.00649]",6000.0,27,0,1,0,0.0
0,0.020562299,53,0,"(0.00214, 0.00287]",7500.0,13,0,1,0,0.0
1,1.015140045,54,2,"(0.00214, 0.00287]",1300.0,2,0,0,0,1.0
0,0.589600392,46,0,"(0.00134, 0.00214]",8583.0,7,0,0,0,4.0
0,0.197299365,50,0,"(0.00468, 0.00649]",3340.0,13,0,1,0,0.0
0,0.568694877,60,0,"(0.00649, 0.04]",6000.0,8,0,2,0,0.0
0,0.036490877000000005,25,0,"(-0.001, 0.000309]",3000.0,3,0,0,0,0.0
0,0.018432413,49,0,"(0.00214, 0.00287]",6710.0,13,0,2,0,2.0
0,0.8816647559999999,35,0,"(0.00287, 0.00367]",4500.0,5,0,0,0,1.0
0,0.9999999,53,0,"(0.00134, 0.00214]",4234.0,1,1,0,1,0.0
1,1.0,45,0,"(0.000309, 0.00134]",5800.0,3,1,0,1,6.0
0,0.9999999,46,1,"(0.00134, 0.00214]",10466.0,2,1,1,0,2.0
0,0.188430487,47,0,"(0.00367, 0.00468]",7131.0,5,0,1,0,2.0
0,0.10978326,65,0,"(0.00287, 0.00367]",6666.0,12,0,1,0,0.0
0,0.20563101600000006,38,0,"(0.00649, 0.04]",3684.0,8,0,2,0,2.0
0,0.167402356,67,0,"(0.00214, 0.00287]",6000.0,12,0,3,0,0.0
0,0.75101615,41,0,"(0.00649, 0.04]",4800.0,8,0,2,0,0.0
0,0.101898102,25,0,"(-0.001, 0.000309]",1500.0,1,0,0,0,1.0
0,0.010777179,55,0,"(0.00649, 0.04]",5000.0,7,0,2,0,0.0
0,1.006538304,48,1,"(0.00468, 0.00649]",6792.0,7,0,1,0,0.0
0,0.721171153,45,3,"(0.00367, 0.00468]",9140.0,6,0,1,0,3.0
0,0.000271955,50,0,"(0.00287, 0.00367]",6550.0,16,0,2,0,3.0
0,0.026321732,66,0,"(0.04, 12.67]",0.0,4,0,0,0,0.0
0,0.169583042,42,0,"(0.00367, 0.00468]",2234.0,7,0,0,0,0.0
0,0.00449955,27,0,"(0.00214, 0.00287]",5500.0,6,0,1,0,0.0
0,0.115766696,45,0,"(0.00287, 0.00367]",6833.0,5,0,1,0,0.0
0,0.451548452,23,1,"(-0.001, 0.000309]",900.0,3,0,0,0,0.0
0,0.546554078,67,3,"(0.00649, 0.04]",4000.0,16,0,2,0,0.0
0,0.486508858,52,0,"(0.00367, 0.00468]",11398.0,19,0,1,0,0.0
0,0.715418972,51,1,"(0.00468, 0.00649]",7426.0,8,0,2,0,0.0
0,0.61038961,64,1,"(0.00214, 0.00287]",3868.0,6,0,0,0,0.0
0,0.00319968,66,1,"(0.00134, 0.00214]",5000.0,4,2,1,0,0.0
0,0.239367904,57,0,"(0.00367, 0.00468]",10460.0,9,0,1,0,1.0
0,0.481070271,35,1,"(0.00649, 0.04]",5800.0,8,0,3,0,1.0
0,0.82680866,41,1,"(0.00367, 0.00468]",6508.0,8,0,1,1,2.0
0,0.194623381,62,0,"(0.000309, 0.00134]",5200.0,6,0,1,0,0.0
0,0.063354932,63,1,"(0.00134, 0.00214]",8200.0,7,0,1,0,0.0
0,0.8362940109999999,29,3,"(0.00214, 0.00287]",4350.0,8,0,1,0,1.0
0,0.079043722,80,1,"(0.00468, 0.00649]",4000.0,8,0,2,0,1.0
0,0.054977889,69,0,"(0.00214, 0.00287]",12583.0,12,0,2,0,1.0
0,0.039098045,64,1,"(0.000309, 0.00134]",2120.0,6,0,0,0,0.0
0,0.063177661,46,0,"(0.00214, 0.00287]",7833.0,5,0,1,0,3.0
0,0.10162654,37,0,"(0.00468, 0.00649]",2400.0,9,0,1,0,5.0
0,0.74321636,74,0,"(0.00367, 0.00468]",16000.0,9,0,2,0,0.0
1,0.201437366,63,1,"(0.00134, 0.00214]",7500.0,8,0,1,0,1.0
1,0.920017823,45,3,"(0.00468, 0.00649]",5584.0,12,0,1,1,1.0
0,1.002615091,39,2,"(0.00468, 0.00649]",3999.0,11,0,0,0,3.0
0,0.07473342599999999,35,0,"(0.00287, 0.00367]",13658.0,12,0,4,0,2.0
0,0.0,53,0,"(0.000309, 0.00134]",9000.0,5,0,0,1,3.0
0,0.9999999,31,0,"(-0.001, 0.000309]",3710.0,0,0,0,0,3.0
0,0.070371851,48,1,"(0.00367, 0.00468]",7000.0,7,0,1,0,2.0
1,0.223555071,37,1,"(0.000309, 0.00134]",5250.0,6,0,0,0,0.0
0,0.063821871,64,0,"(0.00468, 0.00649]",6170.0,13,0,1,0,1.0
0,0.003105825,33,0,"(0.00287, 0.00367]",4667.0,8,0,1,0,0.0
0,0.472825594,43,1,"(0.00649, 0.04]",5000.0,12,0,2,0,2.0
0,0.246525376,37,0,"(0.00468, 0.00649]",2100.0,11,0,0,0,2.0
0,0.13855445800000002,66,0,"(0.000309, 0.00134]",7176.0,3,0,0,0,0.0
0,0.016655295,67,0,"(0.000309, 0.00134]",7866.0,8,0,1,0,0.0
0,0.339488402,54,0,"(0.00649, 0.04]",4596.0,15,0,5,0,1.0
0,0.145395995,36,0,"(0.00214, 0.00287]",15000.0,9,0,2,0,1.0
0,0.336626535,62,0,"(0.00214, 0.00287]",2700.0,2,0,0,0,0.0
0,0.046708171,66,0,"(0.00367, 0.00468]",2636.0,3,0,1,0,0.0
0,0.9999999,26,0,"(0.00367, 0.00468]",830.0,1,0,0,0,1.0
0,0.220955795,53,0,"(0.00649, 0.04]",10098.0,20,0,2,0,3.0
0,0.010999633,79,0,"(0.00468, 0.00649]",2600.0,8,0,1,0,0.0
0,0.037970228,58,0,"(0.000309, 0.00134]",12000.0,12,0,2,0,2.0
0,0.129543523,57,0,"(0.000309, 0.00134]",13300.0,3,0,1,0,1.0
0,0.615669086,38,1,"(0.00134, 0.00214]",4500.0,4,0,0,0,1.0
0,0.005466520999999999,76,0,"(-0.001, 0.000309]",1700.0,2,0,0,0,0.0
0,0.896555172,59,0,"(0.00367, 0.00468]",14666.0,9,0,2,0,1.0
0,0.23815702,55,0,"(0.00649, 0.04]",1000.0,10,0,1,0,0.0
0,0.17389792199999998,35,0,"(-0.001, 0.000309]",2250.0,1,0,0,0,0.0
1,1.065593758,28,3,"(0.00134, 0.00214]",5416.0,6,0,0,1,0.0
1,0.302486962,48,0,"(0.00287, 0.00367]",8300.0,9,0,2,0,1.0
0,0.460233966,47,0,"(0.00287, 0.00367]",5500.0,7,0,1,0,2.0
0,0.297349228,46,2,"(0.00367, 0.00468]",6800.0,17,0,2,0,1.0
0,0.048487900999999986,50,0,"(0.00134, 0.00214]",5916.0,9,0,1,0,0.0
0,0.567676274,68,1,"(0.00649, 0.04]",3000.0,6,0,2,0,0.0
0,0.446193779,29,0,"(0.04, 12.67]",1.0,8,0,1,0,1.0
0,0.027257185,74,0,"(0.00214, 0.00287]",19670.0,7,0,2,0,0.0
0,0.207027442,62,0,"(0.00367, 0.00468]",5000.0,8,0,3,0,0.0
0,0.002019339,43,1,"(-0.001, 0.000309]",4000.0,2,0,0,0,1.0
0,0.042545311,54,0,"(0.00287, 0.00367]",6600.0,7,0,2,0,1.0
0,0.047311582000000005,51,0,"(0.000309, 0.00134]",3150.0,5,0,0,0,0.0
0,0.694352159,50,0,"(0.00134, 0.00214]",8100.0,5,2,0,1,2.0
0,0.004789715,46,0,"(0.00468, 0.00649]",3000.0,6,0,1,0,0.0
0,0.34371016200000004,46,1,"(0.00367, 0.00468]",6000.0,15,0,1,0,2.0
0,0.11068269,68,0,"(0.00367, 0.00468]",5833.0,4,0,1,0,0.0
0,0.026521878,69,1,"(0.00649, 0.04]",2000.0,19,0,0,0,0.0
0,0.0,33,0,"(0.00649, 0.04]",3914.0,6,1,2,0,0.0
0,0.208850213,59,1,"(0.00367, 0.00468]",3621.0,7,0,1,1,1.0
0,0.017964072,25,0,"(-0.001, 0.000309]",1600.0,1,1,0,0,0.0
0,0.048664605,54,0,"(0.00468, 0.00649]",9516.0,15,0,3,0,0.0
0,0.400722628,38,1,"(0.00649, 0.04]",2255.0,8,0,1,0,0.0
0,0.039752121,38,0,"(-0.001, 0.000309]",8400.0,8,0,0,0,1.0
0,0.093166011,64,0,"(0.000309, 0.00134]",8378.0,7,0,0,0,0.0
0,0.0,63,0,"(0.000309, 0.00134]",5121.0,16,0,1,0,0.0
0,0.06009216200000001,42,0,"(0.00468, 0.00649]",1201.0,8,0,1,0,0.0
0,0.973782772,36,0,"(0.000309, 0.00134]",852.0,2,1,0,0,0.0
0,0.444318523,52,0,"(0.00134, 0.00214]",70000.0,17,0,3,0,4.0
0,0.458361438,71,3,"(0.00287, 0.00367]",3564.0,10,0,1,0,0.0
0,0.004123937,75,0,"(-0.001, 0.000309]",3166.0,4,0,0,0,0.0
0,0.000670354,52,0,"(0.00134, 0.00214]",2858.0,4,0,0,0,0.0
0,0.018755083,23,0,"(0.000309, 0.00134]",800.0,2,0,0,0,0.0
0,0.03675621,45,0,"(-0.001, 0.000309]",7790.0,18,0,0,0,2.0
0,0.196593425,47,0,"(0.00367, 0.00468]",3750.0,11,0,0,0,2.0
0,0.869370967,36,0,"(0.000309, 0.00134]",7600.0,4,0,0,0,0.0
0,0.036640086,51,0,"(-0.001, 0.000309]",2435.0,6,0,0,0,0.0
0,0.09479526,52,0,"(0.00468, 0.00649]",5416.0,4,0,2,0,0.0
0,0.9999999,37,0,"(0.00214, 0.00287]",2083.0,10,0,0,0,0.0
0,0.7202910779999999,59,0,"(0.00134, 0.00214]",18000.0,10,0,0,0,1.0
0,0.0,46,0,"(0.00287, 0.00367]",3841.0,6,0,0,0,0.0
0,0.37985918,44,0,"(0.00367, 0.00468]",6974.0,5,0,2,0,0.0
0,0.123759282,52,0,"(0.00468, 0.00649]",11500.0,13,0,2,0,4.0
0,0.9618903,52,0,"(12.67, 3296.64]",0.0,13,0,0,0,0.0
0,0.001582631,97,0,"(-0.001, 0.000309]",1500.0,15,0,0,1,0.0
0,0.369655694,28,0,"(0.00134, 0.00214]",2666.0,4,0,0,0,0.0
0,0.0,80,0,"(-0.001, 0.000309]",100.0,3,0,0,0,0.0
0,0.473394052,59,0,"(0.00287, 0.00367]",10916.0,11,0,2,0,2.0
0,0.9999999,54,0,"(-0.001, 0.000309]",4800.0,0,2,0,0,0.0
0,0.982865948,45,0,"(0.00649, 0.04]",3633.0,9,0,3,0,2.0
0,0.9999999,39,0,"(0.000309, 0.00134]",2000.0,1,0,0,0,1.0
0,0.021659423,75,0,"(0.00214, 0.00287]",6617.0,10,0,2,0,1.0
0,0.394828326,66,0,"(0.00367, 0.00468]",3650.0,12,0,1,0,0.0
0,0.0,86,0,"(-0.001, 0.000309]",1113.0,1,0,0,0,1.0
0,0.012492117,65,1,"(0.00134, 0.00214]",5416.0,6,0,1,0,0.0
0,0.99222395,50,1,"(0.00134, 0.00214]",4500.0,4,1,0,0,1.0
0,0.026070098,52,0,"(0.000309, 0.00134]",4500.0,9,0,0,0,0.0
0,0.003265195,65,0,"(0.00287, 0.00367]",6000.0,6,0,2,0,0.0
0,0.044897544000000005,75,0,"(0.00649, 0.04]",1700.0,13,0,1,0,0.0
0,0.021107202,33,0,"(0.00134, 0.00214]",8500.0,6,0,0,0,0.0
0,0.7514248579999999,68,0,"(0.00468, 0.00649]",2550.0,4,0,0,0,0.0
0,0.212017522,79,0,"(0.00287, 0.00367]",4300.0,18,0,0,0,0.0
0,0.9999999,45,0,"(0.00367, 0.00468]",4555.0,5,0,1,0,3.0
1,0.94500705,52,3,"(0.00468, 0.00649]",4766.0,6,0,1,0,1.0
0,0.412907624,60,1,"(0.00649, 0.04]",3400.0,8,1,2,1,2.0
0,0.0,61,0,"(0.00468, 0.00649]",7000.0,14,0,3,0,0.0
0,0.007294610999999999,79,0,"(-0.001, 0.000309]",2414.0,3,0,0,0,0.0
0,0.099096614,37,0,"(-0.001, 0.000309]",4000.0,6,0,0,0,0.0
0,0.072531575,57,0,"(0.000309, 0.00134]",1484.0,12,0,0,0,0.0
1,0.807305453,41,1,"(0.00468, 0.00649]",5166.0,5,5,0,0,2.0
0,0.946829617,54,2,"(0.00367, 0.00468]",2850.0,16,0,0,0,1.0
0,0.020363266,73,0,"(-0.001, 0.000309]",8000.0,2,0,0,0,0.0
0,0.7314537090000001,49,0,"(-0.001, 0.000309]",8408.0,5,0,0,0,0.0
0,0.175461793,72,1,"(0.00468, 0.00649]",4200.0,12,0,2,0,0.0
0,0.654946615,40,0,"(0.04, 12.67]",1.0,5,0,2,0,3.0
0,0.06838933,49,0,"(0.00214, 0.00287]",11362.0,14,0,1,0,2.0
0,0.20414026,73,0,"(0.00367, 0.00468]",5200.0,10,0,1,0,0.0
0,0.943839027,72,0,"(0.00468, 0.00649]",2328.0,4,0,0,0,0.0
0,0.978772675,58,0,"(0.00649, 0.04]",4100.0,14,0,2,0,0.0
0,0.019887243,55,0,"(0.00468, 0.00649]",7300.0,18,0,2,0,2.0
0,0.422890547,38,0,"(0.00134, 0.00214]",3623.0,7,0,0,0,0.0
0,0.0,56,0,"(-0.001, 0.000309]",3333.0,9,1,0,0,0.0
0,0.189615709,49,0,"(0.00468, 0.00649]",9166.0,6,0,3,0,2.0
1,0.5551470589999999,41,1,"(0.00134, 0.00214]",3208.0,3,1,0,0,2.0
0,0.008418654,42,0,"(0.00649, 0.04]",600.0,14,0,1,0,2.0
0,0.9999999,23,0,"(-0.001, 0.000309]",650.0,0,0,0,0,0.0
0,0.34312009600000004,44,1,"(0.00287, 0.00367]",6500.0,10,0,0,0,3.0
